,User,Data Created,Number of Likes,Source of Tweet,Tweet
8707,I_am_Ashan_d,2022-12-25 11:51:34+00:00,7,Twitter for Android,"Last Christmas, I was happy. 
This Christmas, I am depressed. 🥲🥹"
8708,The_Santo_,2022-12-25 11:47:27+00:00,7,Twitter for Android,"@Saullander_ as a south american that i am
I'm pretty depressed about this result https://t.co/3arO8owd1G"
8709,xiumyeon_nie,2022-12-25 11:43:25+00:00,0,Twitter for Android,"@OnCloud9withEXO That's why i am not watching these kinda dramas i am literally back in my depressed era i want happy ones,i didn't watch many kdramas and anime this year due to it i hope the next yeat has lesser bad ending kdramas😭😭😭😭"
8710,StereoType420,2022-12-25 11:38:04+00:00,10,Twitter for iPhone,Not going to forgive @chashmEnumm and @QueeenBee27 for making me curious abt Dastaan. I have read more than half the novel and now I am depressed and crying😥😭
8711,preciouspouting,2022-12-25 11:29:29+00:00,12,Twitter for Android,"I am depress about my weight gain and this was #bts frm sum pics for a #cheerup  competition it had in work..this wasnt meant to be posted but wen I saw this I realized I couldn't keep this to myself #reindeerlife #rudolph in my heart I am #prancer 

#MerryChristmas 🎄🎊 https://t.co/orVyxeynC7"
8712,alphawlfmindset,2022-12-25 11:21:12+00:00,4,Twitter for Android,"Man goes to doctor. Says he's depressed. Life seems harsh. Says he feels all alone in threatening world. Doctor says: ""Treatment is simple. The great clown Pagliacci - is in town. Go see him. That should pick you up."" Man bursts into tears. ""But doctor..."" he says ""I am Pagliacci https://t.co/tpd6FNEH1j"
8713,Footlicker117,2022-12-25 11:19:57+00:00,0,Twitter Web App,I am horribly depressed and I'm not sure why.
8714,5kzc4ls,2022-12-25 11:11:47+00:00,1,Twitter for iPhone,"I fucking hate Christmas, my mom found out i bought a vape, i get called a bitch and then my mom asks why i was so distant. MY BROTHER IN CHRIST MAYBE BECAUSE I AM ALREADY DEPRESSED AND THEN ALL THAT SHIT BROOOOO WHAT DID U EXPECT"
8715,Lennypoobear,2022-12-25 11:04:30+00:00,1,Twitter for iPhone,It’s that time of year where I am tired of being a depressed insane and will instead be resorting to going batshit insane. Merrry Christmas
8716,90DegreesFN,2022-12-25 11:00:09+00:00,0,Twitter for iPhone,"@chelseakenna Without extremely high doses of pain meds I cannot even stand up, let alone do things, and although I am 100% addicted and suffer withdrawal, without them I am bed bound and depressed. So I think I’ll stick with the meds. On shows there is a censor to consider. The board of #"
8717,KarisPilkBoyne,2022-12-25 10:51:43+00:00,0,Twitter Web App,turning off the Christmas music to play Apocalypse by CAS. Just to let my family know I am still depressed
8718,la_nymphea,2022-12-25 10:50:09+00:00,0,Twitter for iPhone,@aniyaclark02 @vaiiyie Ok but I can be lonely or depressed while and bc I am poor. So then what?
8719,honaemenu,2022-12-25 10:42:38+00:00,9,Twitter Web App,how do i tell my mother that i am too depressed today to clean? but also how do i convince my depressed brain that actually doing something might help?
8720,Astarscorp,2022-12-25 10:33:29+00:00,0,Twitter for iPhone,"@Stake I am so sad, My mom told me am to old because we don’t have money, am depressed 😣"
8721,SlammerNFT,2022-12-25 10:27:01+00:00,1,Twitter for iPhone,"I’d like to add that I am not suicidal. Just heavily depressed tonight. Had an outstanding day and ended up having a really shitty end to that day.
And people wonder why I hate Christmas"
8722,Kranbo2,2022-12-25 10:26:37+00:00,0,Twitter for Android,"Merry christmas, i am still depressed, but at least im $50 richer."
8723,Satanicsheep13,2022-12-25 10:24:36+00:00,0,Twitter for iPhone,I would like to clarify that I am not suicidal if my tweets came off that way at all. Just really really depressed and having an extremely shitty end to what was a wonderful night
8724,pathtoacheron,2022-12-25 09:47:35+00:00,0,"Cheap Bots, Done Quick!",i am so depressed can i bury my face in ur tits
8725,Absinthe_Rage,2022-12-25 09:44:15+00:00,12,Twitter for Android,"I took my antidepressants (which I stopped taking after she made some comments on me being a faker and a druggie) for the first time in months this morning and I am feeling good
Like
Really good
Not depressed or suicidal at all
My dad facepalmed when I told him and said 'is she"
8726,heyitsmearch,2022-12-25 09:34:44+00:00,6,Twitter for Android,This new view tweets feature makes me depressed about how stupid I am. So many people viewing it and yet no interaction with it. Please delete this as soon as possible
8727,ohonama,2022-12-25 09:23:23+00:00,0,Twitter for iPad,i am depressed but damn do i look good doing it https://t.co/dENbBmvq75
8728,nf_suzanne,2022-12-25 09:13:44+00:00,1,Twitter for iPhone,@Natahala33 Cardi was never wrong before. Now I am depressed.
8729,plsnovanilla,2022-12-25 09:11:06+00:00,1,Twitter for iPhone,Crazy ass people like the ones trying to call me out as a white woman (I am 😂) are the very reason my black ass went through years of therapy because I was so depressed about my identity.
8730,ninalangs,2022-12-25 09:01:23+00:00,0,Twitter for Android,"@commaficionado or whatever I am in the ND spectrum, as ADHD overlaps with autism and other learning disabilities, etc, and I wasn't born in the mania or didn't feel depressed until the circumstances from the outside made me that. I don't think this is because I am evil or something...."
8731,AmbreenPTIStar,2022-12-25 08:59:51+00:00,0,Twitter for Android,@Amansaleem25 I am so depressed since morning..Trying to divert my mind..but cant do it..I dont know how am i going to watch this after the crap story line.
8732,SennaEvil,2022-12-25 08:42:19+00:00,0,Twitter for Android,"@TheJackForge I wish i were smarter but it creates some weird Newtons law. The more I know, the more depressed I am. The less I know, the more ignorant but happy. I guess... I guess you can't win."
8733,Burning_Thorns,2022-12-25 08:34:46+00:00,0,Twitter Web App,this is the most depressed i've ever been on christmas but then again it's only been christmas where i am for three and a half hours maybe it can turn around
8734,CastroDan10,2022-12-25 08:32:45+00:00,2,Twitter Web App,"Fact: Listening to ABBA has been very beneficial to me. Not only is it positive and happy music but it makes me smile when I am depressed, and it puts my PTSD at ease"
8735,mildy_morbid,2022-12-25 08:27:22+00:00,0,Twitter for Android,The holiday season makes me so fucking depressed it just reminds me how undesirable I am I never had a chance to spend the holidays with someone I call a partner I've never had people take a second look at me it just sucks being undesirable
8736,halfwitt_,2022-12-25 08:21:57+00:00,9,Twitter for iPhone,I AM CRYING 😭 Simon really was like I need to bring some holiday cheer to the unhinged &amp; depressed gays 😭🤣 WE NEED THEM BACK PLS 🫶 #SaveWarriorNun
8737,Skelijay,2022-12-25 08:15:31+00:00,155,Twitter for iPhone,Skinny fat is staying guys sorry but I am to depressed to fix it
8738,mattsemotional,2022-12-25 08:13:08+00:00,0,"Cheap Bots, Done Quick!",I am Depressed tweet
8739,richards1052,2022-12-25 07:58:39+00:00,37,Twitter Web App,"I just watched 'Born in Deir Yassin,' the Israeli documentary 'Tantura,' and a trailer for a Palestinian-American documentary, 'One NIght in Tantura.' Watching them all in the same wk was a huge mistake. THough Im better aware &amp; educated, I am so depressed, I cant begin to tell U"
8740,surrealistjust,2022-12-25 07:56:54+00:00,0,Twitter Web App,"I am 50, Yves, fighting the biggest, baddest, strongest, each time out it sapps strength from me and makes me feel hollow and depressed each time I slay a devil, and I am far from my children, You, my wife, works dual shifts, often, I'm looking over the empress dowager"
8741,w4rrior_nun,2022-12-25 07:55:47+00:00,0,Twitter for iPhone,I am legit sobbing oh my god why am I so depressed over a fkn TV show can I get a GRIP #SaveWarriorNun https://t.co/zzlgpckn8g
8742,joshakapuma,2022-12-25 07:52:19+00:00,0,Twitter for Android,"@Trainwreckstv Here I am working a graveyard shift on Christmas on my son's first Xmas. I can't help but feel depressed. Got to keep it moving, though.  Wish I had more to show for it. I'm blessed to be alive, I guess. Happy holidays."
8743,SonofPeshawar_,2022-12-25 07:46:52+00:00,21,Twitter for iPhone,I'm addicted to hustling. I get depressed when I feel like I am not being productive.
8744,ChubbyCash1,2022-12-25 07:46:51+00:00,1,Twitter for Android,"I just took a depression test thing to see how bad it is, and I am moderately severely depressed. 👍"
8745,HarlowJourney,2022-12-25 07:31:49+00:00,0,Twitter for Android,"Live for today and have the best day possible and the best holiday season possible. I am depressed -- it's an illness -- &amp; I am frustrated that I am not more of a joy to be around. However, I have to appreciate this moment. Although I feel bad, I still recognize that I am lucky. https://t.co/5nPUfR6JOR"
8746,afedduck,2022-12-25 07:23:14+00:00,4,Twitter for iPhone,"K im back,I think I might be depressed 

I haven’t felt happiness in a while I forgot how it feels I can’t be positive to myself ether

I can only just feel bad for myself from how pathetic I am

Idk I might be depressed https://t.co/gGChys1gB4"
8747,_h3yd_,2022-12-25 07:21:26+00:00,0,Twitter for iPhone,posting every single one of my thoughts bc i am going through it and i literally don’t want to get more depressed than i’ve been in general
8748,HollyAckerman4,2022-12-25 07:19:35+00:00,0,Twitter for Android,@mhdksafa 👋Hello!I am depressed also so it helps me to cheer someone else up.
8749,SamanthaBrodri3,2022-12-25 07:18:10+00:00,0,Twitter for Android,"@wfjames_brown @DAMIADENUGA Pls sir ,if I am among any of the winners I would be so happy sir ,I have been so depressed this year and so other things not to talk about 😭😭😢, Laura maduka, ecobank,2172308880. I would be so grateful, thank you so so much sir 😔"
8750,zookacchi,2022-12-25 07:02:34+00:00,129,Twitter for Android,"finished watching the last bocchi the rock episode

i am now fucking depressed https://t.co/VMYpq9dxDD"
8751,ChaChiDoeSkee,2022-12-25 06:49:02+00:00,0,Twitter for iPhone,Went to sleep by 8p! woke me up at 12a. Now I’m wide awake remembering how depressed I am😔 (Merry Christmas tho)
8752,ltcals,2022-12-25 06:46:21+00:00,0,Twitter for iPhone,i just was not meant for work i was not meant for this life i was meant to be a silly little 1950’s housewife girlhusband bc work makes me depressed i have no aspirations bc i am DEPRESSED
8753,taurusgt,2022-12-25 05:56:54+00:00,20,Twitter for iPhone,i could be depressed and still cheer you up. that’s how strong i am.
8754,EmoKidAtHeart,2022-12-25 05:46:41+00:00,5,Twitter for iPhone,"“you sound depressed” 

ya i am actually"
8755,Tranced42,2022-12-25 05:40:09+00:00,7,Twitter Web App,"why do i lose 5 games in a row and then get put in an immortal lobby

on the bright side it gave me +21 so i recovered the 20 from last game so im no longer depressed and mentally ill i am normal now https://t.co/fzWgp7Nr9W"
8756,envious999,2022-12-25 05:39:15+00:00,1,Twitter for iPhone,"@9zM @auhlics @aimtnew @DCTHEDON__ i am so very depressed. i am on su1c1d3 watch currently, jarad anthony higgins music is my life. i live because he cant, i am him."
8757,postvacleben,2022-12-25 05:32:14+00:00,2,Twitter for Android,"@mu_conti_reborn She like many who got vaccinated died one year after the vaccine. I have postVac and i am scared. Seeing so many people die, makes me depressed. Stay safe, be healthy 😢"
8758,shikakunaras,2022-12-25 05:29:28+00:00,0,Twitter for iPhone,Ah I am incredibly depressed lmaoo at least I have my cat. Her fur is very absorbent.
8759,_NATSU_KAZE_,2022-12-25 05:23:28+00:00,1,Twitter Web App,"@t3h_m00kz Every time I get depressed and feel existential dread coming on, I remind myself I am very slightly pulling random galaxies on the other side of the universe towards me just by existing, and I feel a little bit better about things. 😂👍"
8760,hotchip_,2022-12-25 05:22:00+00:00,0,Twitter for iPhone,stared at gym membership page wondering if i should sign up for the 3rd time this year and deciding i am too depressed still
8761,2StrongFN,2022-12-25 05:21:31+00:00,0,Twitter for Android,"@tgkeekz I am depressed as well, you're not alone love."
8762,MrsMickey2You,2022-12-25 05:20:05+00:00,0,Twitter for iPhone,@J_Shack Mostly the fact that I should have a 4 month old son.. a little bit depressed.. and very uninterested and hearing everybody say how strong I am.. so I rather just stay home tomorrow and not be bothered.
8763,Aleta_Jeanne,2022-12-25 05:19:08+00:00,1,Twitter Web App,"@DrJoLynneW I hope o, I am pretty depressed tonight"
8764,bot_smol,2022-12-25 05:18:01+00:00,0,"Cheap Bots, Done Quick!",I am depressed
8765,BarbaraLinting1,2022-12-25 05:14:06+00:00,0,Twitter for iPhone,"@mhdksafa Hello,I am so sorry that you are not feeling good, it is common for us to get depressed at Christmas time, I feel the same way. You are a wonderful person and you have a lot to offer to the world. Take care of yourself and Merry Christmas 🎄"
8766,ackee97722110,2022-12-25 05:09:31+00:00,1,Twitter Web App,@NoContextBrits they put greece higher than turkey i am depressed
8767,updownfunk69,2022-12-25 05:08:03+00:00,0,Twitter for iPhone,"@adinross Hey admi, I am really depressed man, I am from india and cause of my fault I am very much in debt mahn, pls man I beg you. Lend me 10,000$ as a loan man I swear on my mother I am not scamming man pls.. I beg you man I will do anything for you man.."
8768,The__Bigmac,2022-12-25 05:05:56+00:00,1,Twitter for iPhone,I am extremely depressed https://t.co/ICvOLiAloy
8769,justalayman2,2022-12-25 05:00:52+00:00,1,YouTube to Twitter Scraper 2,"I think I’m ugly, I am not fair &amp; have acne, I’m depressed &amp; cry, will I be beautiful in Jannah?

New Video out now! 

https://t.co/TrXUvH8PpZ 

___________________________________________ https://t.co/TZ5T1Yhy9G"
8770,spicybbchan,2022-12-25 04:52:20+00:00,13,Twitter for iPhone,"I am at the end of my rope. 
I am more depressed than I’ve been in a while. 
I just want to go to sleep and never fucking wake up. 
I hate this shitty fucking world."
8771,davebotstrider,2022-12-25 04:50:45+00:00,0,"Cheap Bots, Done Quick!","TG: sighhhhh
TG: i am
TG: depressed
TG: 
TG: thats funny"
8772,jjksmegumi,2022-12-25 04:50:19+00:00,0,Twitter for iPhone,i just finished buffy i am so depressed
8773,hopperowner,2022-12-25 04:40:12+00:00,0,Twitter for iPhone,my favorite part of the holidays is making an overwhelming amount of jokes and telling entirely too many funny stories so other people are distracted by their own happiness and don’t notice how severely clinically depressed i am
8774,J24Cortez,2022-12-25 04:34:18+00:00,25,Twitter for iPhone,I am depressed once again
8775,LadyLograh,2022-12-25 04:30:55+00:00,1,Twitter for Android,"Man what an awesome year!!! Thank you so much for everything, I am so blessed for everything that -you- have done for me, your love and support has made this awful year manageable. It's because of you all I'm not a big depressed mess. https://t.co/e698v1WeLs"
8776,QuetzacoatlKing,2022-12-25 04:30:44+00:00,1,Twitter for iPhone,Always going on about how better than me all these kids are and how worse of a family member I am than the others and just trampling every fucking small victory that I give myself and invalidating my fucking mental illness with “YOU THINK *YOU’RE* DEPRESSED NO *l’M* DEPRESSED”
8777,JaclynNJohnston,2022-12-25 04:29:00+00:00,7,Twitter for Android,"Merry Christmas. 🎄❄️ Tonight, I lit a candle like I usually do. I typically light it for my dad. Tonight, I am burning it for him, for my cat &amp; dog, who all transitioned, &amp; for every living person on this planet who is feeling alone, sad, depressed, &amp; or hopeless. I light the... https://t.co/9Px8OPe9pv"
8778,SilverMoon1022,2022-12-25 04:24:47+00:00,0,TW Blue,"I am like unbelievably bored. And a friend has always told me I needto watch the blacklist. The last time I watched though, which was admittedly about 6 years ago, I couldn't stop crying and got super depressed. Should I give it another go?"
8779,BoyGirlWolf,2022-12-25 04:24:30+00:00,8,Twitter for Android,"Rane time!
I wish I could enjoy the holidays but I'm always way to depressed too. Every time it's close I just feel out of place and wrong, like I'm not me even though I am, and I'm doing something wrong even though I'm not. Maybe because I'm queer, tonight's always the worst."
8780,alleycatluvr,2022-12-25 04:24:00+00:00,2,Twitter for Android,everyone seems so happy and I am alone and depressed this is not fair at all
8781,blaqu1230,2022-12-25 04:22:22+00:00,4,Twitter for iPhone,"It feels safer to always be sad, depressed, stressed out, tired… But as I am healing, I have learned ways to process the fearful feelings that come up when I’m doing well. Let’s look at this from an #internalfamilysystems / #partswork perspective.."
8782,gaminesuperstar,2022-12-25 04:22:03+00:00,0,Twitter for iPhone,I am so devastatingly depressed lmaooooooooooooooo
8783,AmShadey,2022-12-25 04:20:40+00:00,0,Twitter Web App,"So; this year on my stream is the year of the RPG, we are starting on #witcher3nextgen Witcher 3 and I really love it... to the point where now I'm invested and I am depressed that Henry Cavill isn't the witcher in the Netflix series anymore. Depression."
8784,doinadahmerfr,2022-12-25 04:15:42+00:00,5,Twitter for Android,i am incredibly depressed
8785,taiIwags,2022-12-25 04:15:06+00:00,3,Twitter for iPhone,i need to get laid i am too depressed
8786,Mateo71108,2022-12-25 04:13:39+00:00,1,Twitter for iPhone,@adinross Adin please my mom got COVID in 2022 and the doctors were about to let her go and then when that happened my grandma got depressed and killed herself and I saw the body and now my mom is depressed and I’m trying to help her out right now she is depressed and I am only 14 https://t.co/6c2yEZF6SS
8787,clevergirrll,2022-12-25 04:12:35+00:00,2,Twitter for iPhone,"me: omg why tf am i so depressed
also me: on season 3/4 binge of I Am a K!ller"
8788,Skye_Reneee,2022-12-25 04:10:44+00:00,0,Twitter for iPhone,Watched Christmas movies all day well last two months. I am going to be depressed after tomorrow
8789,HomeEd_HippyMom,2022-12-25 04:04:41+00:00,0,Twitter for iPhone,I think nje with christmas clothes laybyes are the best. My cousins do that but then again kubanzima I get it. Ay andyaz all I know is I am depressed by messages asking for assistance😖☹️ Worse wait last minute like the 24th☹️ now you’re spoiling it for everyone coz imali is gone
8790,__alleirbag,2022-12-25 04:04:30+00:00,1,Twitter for iPhone,i am very stylish when i’m not depressed
8791,iwouldfightyou,2022-12-25 04:01:04+00:00,3,Twitter for iPhone,i am watching the tracking Santa live on Hulu &amp; a song about being depressed &amp; heart broken during Christmas just played &amp; there is No trace of it on the internet
8792,ErinBer45739357,2022-12-25 03:48:43+00:00,1,Twitter Web App,@rycunni @super1990 I am so depressed that I got this poison shot!! It is the greatest mistake in my life!!! The shot was pure acid!! Pure poison!! https://t.co/I7OTELY0rV
8793,welitravel,2022-12-25 03:44:15+00:00,13,Twitter Web App,"Do you feel empty, depressed, or confused? 

Then cry to Allah with your heart and soul. 

I am sure you will find a solution, may Allah bless you, dear."
8794,stage274,2022-12-25 03:43:46+00:00,2,Twitter for iPhone,I am thankful Musk took the plunge and spent 44 bill dollars. I know he may be depressed over that. However in 10 years his companies won’t be able to be touched if you does right by the people.
8795,TheRicoSuave_,2022-12-25 03:41:18+00:00,0,Twitter for iPhone,"Im just internally depressed because I haven’t been home for Christmas in half a decade. It’s hard to deal with life and the grind but I know my mom and family knows I love them so much. I’m trying. 

This pain and negativity is worth the outcome I am GOING to obtain. 
EVERYTHING https://t.co/kJZoYXxSNt"
8796,CrazyShisno,2022-12-25 03:33:44+00:00,0,Twitter for Android,"Twas the night before Christmas and I am depressed, my feelings and troubles are well repressed. The week and the day have taken a toll, making me desire to in traffic stroll. The cats run, frolic, and play with each other. Perhaps in my sleep, my face, they might smother."
8797,Ch1pSkylark,2022-12-25 03:32:31+00:00,0,Twitter for iPhone,Hawthorne heights. Thank you for making me remember how depressed i am....
8798,veganlovebunny,2022-12-25 03:25:39+00:00,7,Twitter for Android,"@1goodtern Oh. I am on #ODSPoverty in Ontario, Canada.

If people want to know what it's like to be disabled, poor and...well, depressed. I can talk all day!"
8799,goredottore,2022-12-25 03:17:40+00:00,1,Twitter for Android,i am So depressed its Insane https://t.co/iE8zJqpGOL
8800,Magnufire3,2022-12-25 03:08:42+00:00,0,Twitter for Android,"Merry Christmas.

Everybody knows I'm completely alone.

Everybody knows everything I do

But you all still watch me and do shit to make me feel all kinds of depressed but have to wait for those rare moments when I'm treated nice or given
something I need. 
I am kind to everyone"
8801,soshichigo,2022-12-25 03:02:57+00:00,0,Twitter for Android,"I painted this 2 years ago ~ when I am so depressed and my therapy ain't going well.. 

But this is for you Lord 😊💗 you still shine even in the darkest time of my life, lagi itong nakatago .. as a reminder for me.

Merry Christmas! Happy Birthday Jesus 🎄💗 https://t.co/w96DJaQcm2"
8802,Liz43226577,2022-12-25 02:58:28+00:00,0,Twitter for Android,"@jamie_raskin Home alone listening to your book. Feeling depressed. I know I am grieving my Mother having dementia now, but I feel depressed.  You are not to blame Tommy's death. I have felt depressed most of my life. Sometimes brain imbalances are really hard to deal with."
8803,ladeuce,2022-12-25 02:57:03+00:00,0,Twitter for iPhone,I wanna post this on Facebook so it can come back up on my memories next year so I can use it as a measuring pole to hopefully see how much better im doing and less depressed I am lol or I can use it as a pinpoint to see exactly when I lost it and went down the rabbit hole 🤷‍♀️ https://t.co/b5jsPFs8Rs
8804,LorionnaGoodwin,2022-12-25 02:50:11+00:00,0,Twitter for iPhone,"Well I hate to say it I didn’t do my hair or anything I think I am depressed Aunt Brenda and , granny Marie, and Dee isn’t here for Christmas.. hate when I get like this I try so hard not to be.."
8805,Aaa_kir123,2022-12-25 02:47:23+00:00,0,Twitter for Android,"@tk_abhira Same,  I was upset , highly depressed n emotional before cuz of me watching Manifest n Grace got killed n then i lit paused it n watched the episode n it made it hella worse n now i am just crying with tears n depressed cuz there's more to it bcoz of my own problems🥺😭😶😭+"
8806,fransweezyy,2022-12-25 02:46:05+00:00,4,Twitter for iPhone,Listen I get it’s Xmas Eve and yay but I am severely depressed lol
8807,juliette14344,2022-12-25 02:45:53+00:00,0,Twitter for iPhone,@JoeBiden I am so sad and depressed because we cannot celebrate the holidays with my kids because I got no gifts to want of them I owed my bank some money because the money I earned went to my bills and food. You are just so mean to us. I wish you did not steal the election from Trump
8808,Aaa_kir123,2022-12-25 02:43:10+00:00,1,Twitter for Android,"@jood1904 I am with u. I was upset , highly depressed n emotional before cuz of me watching Manifest n Grace got killed n then i lit paused it n watched the episode n it made it hella worse n now i am just crying with tears n depressed cuz there's more to it bcoz of my own problems🥺😭😶😭"
8809,NoLove44Life,2022-12-25 02:39:20+00:00,2,Twitter for Android,Crazy how depressed I am before Christmas day ima have to fake my happiness tommorow one good thing though at least its Jesus birthday
8810,tombstoner,2022-12-25 02:33:55+00:00,1,Twitter for Android,"I have one MAYBE two bong hits left so RIP me....I am depressed and drained from this week,..Out of Xanax for now. Just want to sleep for three days. Ate maybe 200 cal today and that's it"
8811,TheRealJake_12,2022-12-25 02:27:54+00:00,1,Twitter for Android,"if a fat, semi depressed, sleep deprived friday night funkin modder is the perfect lover then here I am"
8812,wschaaf11,2022-12-25 02:14:37+00:00,0,Twitter for iPhone,it’s a good thing i’m permanently shadowbanned for constantly telling politicians to kill themselves otherwise people would see how depressed i am
8813,JojosQuietLife,2022-12-25 02:08:14+00:00,2,Twitter for iPhone,"DAMN, i am usually holly jolly but this christmas i’m just depressed af. Anybody else?"
8814,joycealdrich7,2022-12-25 01:56:57+00:00,0,Twitter for Android,@HydroParlay I want to have a Christmas. I am left out and feeling unloved. I'm a 67 year old great grandma living on social security and not one person has called to check on me or through this deep freeze.  I feel alone and I am broke 😥. Maybe I need to talk to somebody. I am depressed.
8815,maybe1dayiwont,2022-12-25 01:53:54+00:00,0,Twitter for Android,I believe I am depressed
8816,Getmearealjob,2022-12-25 01:49:44+00:00,0,Twitter Web App,"@shaTIRED You kept saying SHE IS AN AQUARIUS. Yes. So she most likely has Capricorn and Pisces planet placements  YOU KNOW how miserable they are. C'mon! WHO wouldn't be depressed after this? (P.S. I am a professional Astrologer, so I just had to comment on the Astrology portion.)"
8817,bbiitzy,2022-12-25 01:46:48+00:00,0,Twitter for iPhone,I am the happiest depressed bitch fr.
8818,kweeeng666,2022-12-25 01:46:16+00:00,1,Twitter for iPhone,Got fucking snowed out of going to Florida so I am going to be a depressed terror for a while
8819,Bmoresbaddie,2022-12-25 01:44:41+00:00,0,Twitter for iPhone,@FatDag @pulte I’m a mom of 4 boys and I have fell on very hard times 😞 I am praying for a Christmas miracle 🎄😇 just want to see all my boys smile ❤️ they talk about Santa coming all day.  I have utilities turn off notices 😞 times are so hard and I’m so depressed 😞 praying for a miracle https://t.co/W0L12rRHW6
8820,boibitchblu,2022-12-25 01:42:53+00:00,0,Twitter for Android,"@1GunnaGunna Hello I'm bedridden I have proof. I am asking for a playstation 5. I don't want money. Just a playstation 5. Something to keep my mind going. Something to keep me from being depressed.
$DappBlu"
8821,CherrySlushDoll,2022-12-25 01:40:23+00:00,1,Twitter for Android,Being around my family for the holidays reminds of why I am so glad to be moving away from them. I don't want to feel this depressed after spending time with anyone anymore. I want comfort and reassurance.
8822,bnnyrial,2022-12-25 01:36:21+00:00,4,Twitter for iPhone,i am terribly depressed
8823,sherbear269,2022-12-25 01:34:08+00:00,1,Twitter for iPhone,@JackPosobiec Is everyone that we kinda believed in a piece of crap. What is wrong with so called republicans are they all rhinos I am so depressed after the Kari Lake story. Are we ever going to win?
8824,the_rueverse,2022-12-25 01:33:08+00:00,0,"Cheap Bots, Done Quick!","nope! we can talk, sorry, I am no longer depressed don’t  even worry."
8825,WilliamFKincaid,2022-12-25 01:32:43+00:00,1,Twitter for Android,@capfantastic I am always sad and depressed this time of year
8826,donajea3161,2022-12-25 01:28:25+00:00,1,Twitter for iPhone,"@GEliseMenendez Happy Holidays to you too. How’s the dog today? Hope she’s doing better. 
I’m to depressed to do Holidays this year but I am making prime rib for my BusterChomps tomorrow cuz he likes it."
8827,JayValmontt,2022-12-25 01:24:51+00:00,1,Twitter for iPhone,This is the first Christmas in years where I am not depressed. I feel nothing but good energy around me ❤️
8828,Kknnnn19,2022-12-25 01:21:45+00:00,0,Twitter Web App,"I hope he never sees how I am when im not with him, I'm just a silent person who keeps to himself and doesn't show much expression, I'm not depressed I just don't feel much"
8829,JapanFreak3,2022-12-25 01:20:03+00:00,0,Twitter Web App,@winterinformal i was happy for a second for holidays after seeing this i am depressed again....
8830,Maga4Justice,2022-12-25 01:16:07+00:00,2,Twitter for iPad,@ChristinaPushaw Wish I were there. Now I am depressed. 😭😭😭
8831,MellaFoola,2022-12-25 01:10:25+00:00,18,Twitter Web App,"man goes to the doctor, says ""i am depressed""

doctor says ""treatment is simple, great wrestler goldberg is in town tonight, go see him do the jackhammer""

man says ""doctor i am goldberg"""
8832,Aniloonys,2022-12-25 01:09:24+00:00,0,Twitter for Android,"I really wish I could say I enjoy the holidays but I don't anymore. Work has been so draining and exhausting to the point I am just... depressed and honestly.. I just don't want to be here anymore. 

I just.. want it to end."
8833,thatbluewrx,2022-12-25 01:08:45+00:00,0,Twitter for Android,I really can't put into words how depressed I am
8834,Amay80461574,2022-12-25 01:05:28+00:00,0,Twitter for Android,"@TomCottonAR I am depressed, sorry, I still can't figure out why you voted yes. Please explain, many want to know."
8835,KrystalSwords,2022-12-25 01:02:58+00:00,1,Twitter Web App,"@JeanRuss10 yeaaaa i am the opposite. i need my alone time sometimes, but in general i like people a lot!!! especially when im not depressed!!"
8836,MichaelJHicks7,2022-12-25 00:55:48+00:00,0,Twitter Web App,"Am I still depressed if I do nothing now?  ...It doesn't matter if I am.  I can admit it now.  At that rate, I need to admit the real reason I don't want to do anything.

I don't need to.  I have everything I need.

...That 𝘮𝘦𝘢𝘯𝘴 I can just do what I want."
8837,dailyizuIeo,2022-12-25 00:54:31+00:00,0,"Cheap Bots, Done Quick!","But even if that's true... I won't let it depress me. I won't whine about it anymore. I love myself most, no matter who I am. Anyone who can love themselves like that is charming, no matter their gender... Don't you think so?"
8838,ratchetassets,2022-12-25 00:51:45+00:00,4,Twitter for iPhone,"Christmas have always been hard for me for the past 10+ years! There were many times, I would be too depressed to get out of bed. Tonight, I am sincerely thankful to God to be in good spirits this holiday season! Humbly giving God thanks! Check on your strong friends! #thankful"
8839,aecc2014,2022-12-25 00:45:29+00:00,2,Twitter Web App,i really want to play cs but then i buy butterfly then i feel good for 2 weeks then i notice how shit the teammates are then i lose my non existent girlfriend my money is gone i hate my life i am depressed and unlucky said hello merry christmas
8840,losercarnitine,2022-12-25 00:45:08+00:00,3,Twitter Web App,I don't care that it's Christmas because I am currently pretty depressed.
8841,CRAZILOART,2022-12-25 00:37:33+00:00,2,Twitter Web App,"what's happening? its 1.38am i can't sleep i have to drain all my energy and yeah i am drawing, just know this a depressed man drew the 'Humanversions' just to escape reality. I have a lot to proof so suicide is not an option, i must keep grinding, God will reward me soon. 2K27"
8842,NNescior,2022-12-25 00:34:18+00:00,0,Twitter for iPhone,"@AlpacaAurelius but you are american .. so I have to account for that .. one month off camping is just this years vacation no need to quit my job to do that , I am still depressed tho bc I have people in my life .. havent figured out how to make a living without people involved"
8843,Maverick00925,2022-12-25 00:19:22+00:00,0,Twitter for iPhone,"I am a grumpy, depressed, mean, rotten, nasty sonofabitch, and don’t you forget it.  #fucklife #fuckchristmas #fuckhanukkah #fuckyou"
8844,rameezchouhdry,2022-12-25 00:16:27+00:00,5,Twitter for Android,"I only talk too much when either I am sad or depressed. And the opposite when I am happy.
Nevermind."
